review,stars,address,name
I got aged strip steak brushed with foiegra butter. It was yummy but had some tough grain on it. The seared tuna with sesame was awesome. Thick cut and very fresh. Blueberry sorbet was very refreshing and full of flavor. Flourless chocolate was amazing. Very chocolatey and went well with espresso infusion.,5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"I went to this Capital Grille venue for the first time for Restaurant Week, at lunch. The atmosphere and design is the one of a classic American BBQ restaurant, classy, elegant, and perfect for business dining. I dined upstairs, and the service was spot-on. Fast with great manners. I do love when between each meal the server pickup bread crumbs with the silver sweeper. I had a Cesar salad, the salmon, and the flower less cacao and coffee cake. Salad was perfect; the salmon delicious with a tasty honey glaze and a side of green beans; the cake was intense, really smooth. My boyfriend had a cup of clam chowder, the filet and the cream brûlé. Overall all very good. We both added a glass of wine to our lunches, but it was pretty expensive ($18/glass!) and a coffee afterwords. Total for two lunches, two glasses of wine, and a coffee was over $110. I would say it was a really good dining experience and a place where I would definitely eat to at least once, if you find yourself around Wall Street.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Mixed reviews about the steaks. In my party of 9, some of us had great steaks but some of of us had steaks that were way over cooked. Sides were all delicious. Especially the creamed spinach, and string beans with tomatoes. We also had mushrooms and mashed potatoes. The New England clam chowder appetizer was pretty standard. The creme brûlée and coffee were pretty good. We had a lovely private room and the service was wonderful. I would definitely come back for the room with a large group or a date night.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"The Capital Grille doesn't disappoint if you are preapared to pay a bit more. It is worth it! My mom and I had a picture perfect birthday dinner there. Starting with being greeted properly and fullfilling the request for a quiet table upstairs the staff did everything to make her feel special. A delicious birthay dessert on the house included. The food was amazing and everything was perfectly cooked & prepared. Already the complimentary bread basket with real "" european style butter"" is worth to be mentioned. We had a salad for starters & then the fillet mignon, the salmon, creamed spinach, parmesan truffle fries & wild mushrooms. Our waiter, Keith, was very polite & attentive and took excellent care of us. All over all an extremely successful & pleasing birthday dinner experience - like the other dinners we had there before.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"We go to every capital grille we can when we visit a new city. This location was of course gorgeous inside and we have the most exceptional service at the bar from Max. He was so professional and courteous and helpful. We recommend trying the Stoli Doli. It's pineapple infused soli vodka. Dangerously delicious. The prices are so totally worth the quality of service, food, setting, everything. Everything is amazing! Shout out to Max for being such a great bar tender!!",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"The Capital Grille is certainly one of those consistent, traditional steakhouses that doesn't disappoint but certainly doesn't wow you either. My family and I made a reservation for Easter Brunch and were seated at a nice window table. I don't think there are any bad seats in the restaurant though. The bread basket was amazing, with an assortment of hot, toasted rolls and sweet muffins. We had a child with us and she was given a bunny coloring book. Brunch is an amazing deal -- for $49, you have an appetizer, entree (including a filet mignon option), and a dessert. Plus you can choose from juices, coffee, or teas -- or $12 for bottomless mimosas and bloody Mary's. We had the sweetest waiter who was courteous and didn't up sell at any point. The steaks and the complimentary green beans were delicious as well. Definitely would be back.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"This place is amazing. From the moment we walked in, we felt welcomed. We order the garlic shrimp appetizer, clam chowder and wedge salad to start with. Everything was delicious. By the time our main course came out we were in love with Capital Grille. Just when we thought it couldn't get any better, out came a complimentary glass of champagne and dessert plate! Oh how I wish we lived closer!",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Get the filet mignon!  You will NOT be disappointed.  Side of green beans and potatoes.  Yum!  Although next time I'll just get the meat.. who needs those veggie fillers - am I right? Service was good too.  It was surprisingly packed for a Tuesday lunch!  They have a nice bar area too but I wasn't about that ""let's drink during work hours"" life.  Maybe need to try the bar after work some time",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Best steak house I have ever been to. It is pricey but we'll worth it. First time came here was the Vegas location second time was this location. Wall st. Still same great food, great service great staff. I would recommend  this steak restaurant  to everyone.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"This place is AMAZING! Honestly, I cannot write this review without first acknowledging our amazing waiter! His name is Frederick aka Derick and he accommodated our tastes far past the average service of usual waiters. After we got seated, he thoroughly went through the menu with us and had us sample wines based on our taste preference. He didn't stop until we were completely satisfied!!! ( the wine list is also extremely extensive so this is saying a lot). Not only that, but he recommended pairings based on our entrees and also had us try a complimentary appetizer just for us to try ! It was a tomato mozzarella which contained sauces that completely enamored my senses! The mozzarella was so fresh, it practically crumbled with each bite. I was completely blown away by him and I'm sure my experience would not have been as amazing if it weren't for him. Aside from this, the ribeye had a beautiful flavor with fatty cuts of meat on the edges cut to perfection ( as most ribeyes are) and my burger was cooked medium which gave it a juicy flavor that complimented the sharp taste of the cheese. The creme brûlée was also the best I ever had from any other steakhouse ( and I've been to many!) . Loved this place and our waiter! Will definitely be coming back. Just a side note: GET THE LOBSTER MAC AND CHEESE IT IS PHENOMENAL. You won't be disappointed .",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Wow! Just had an amazing lunch here with my friend. Everything was on point....Food, drinks, service. Our server Chris M. made excellent drink recommendations and he was super attentive, but not overly so. I had the lobster and crab burger with truffles fries. Amazing and the fries were hot and fresh. Looking forward to going back very soon.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"If you're in the mood for a quiet dinner/drinks and are okay with spending more then come here. Just don't sit at the bar. Torn between 2/3 stars, I gave two because of the cost/service. I frequent this restaurant because it's conveniently located but for the price of both drinks and food I definitely expect more. There are a few employees that provide outstanding service, but unfortunately there are several that don't. The food is good, what you would expect at a steakhouse, unless it sits under the heat lamps for 45 mins. And because the price doesn't change I'll probably choose another pricey place that provides both service AND food in the future.",2.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Capital grille is a downtown landmark where no choice can go wrong. If you're looking for a quiet evening with old world luxury this is the place to do it. Limited vegetarian selection but I mean you could have probably guessed that. As usual very good steak, mashed potatoes, and cheesecake. The holy trio of a steak house. Be wary that the steak here doesn't come with any sides, you'll have to order them separately. As someone who hates fat and bones in his steak, the bone in filet was the best meat I've ever had. Non steak courses & appetizers are also good, but I would say keep that appetite big and focus on the steak. You can get a salad from sweet green any day.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"I ate here with a party of eight on January 30, 2018.  We ordered a variety of appetizers for the table to share, individual steaks cooked to our different tastes, as well as a variety of sides to complement the meal.  Overall, the food was very good and the services was outstanding across the board from the hostess, coat check guy, and our waiter..  I got a porterhouse marinated in a balsamic vinegar / fresh pepper combination that was very good and I would recommend it.  I would also recommend the grilled shrimp as an appetizer and sautéed mushrooms as a side.  Unfortunately for us, we were all too full for dessert.  The décor was great, and make sure you check out the massive old vault in the basement if you head to the restrooms downstairs - you just don't have this ambiance at most places in the USA.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
The food was good. I was disappointed by the dirty napkin. I don't expect that from a place like this,3.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Came in for restaurant week. I got the cob salad with blue cheese dressing which wasn't anything too exciting/memorable. For my entree I ordered the dry aged NY strip. seasoned enough but I just with the grill was hot enough to put a crust on the steak but still be medium rare, if that makes any sense....  we also ordered Lobster mac and cheese which was very disappointing watery/bland/no lobster/just bad. Brussels sprout were good but I think they could've been better as they weren't all all the way cooked, therefore, some bites were bitter. Restaurant week side are Mash or Green beans with had both on the table because we all just shared. But if you cant decide on what to pick GO FOR THE GREEN BEAN. I had ordered the mash because I'm a potato and steak kind of girl but those string beans are the most memorable dish of the night lol. Creme brulee did not have a hard top but it was delicious non the less. FYI- if they don't cook your steak to your liking they will remake you another one and wait for you to cut into that steak to make sure you are satisfy. No, I wouldn't come back. why? because even though my steak was good, it wasn't memorable. it just tasted like a NY strip I make at home. But it was great choice for Restaurant week and trying out the food for a cheaper price. Would definitely recommend for restaurant week.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Walking in, you get a very relaxed vibe from the restaurant and you're greeted by the nice staff. The only problem was that our waitress forgot small things like water and getting more butter after asking a few times for it. Besides this, the steak tastes fine, the sides such as mac and cheese and fries are even better. The highlight is definitely the seafood. Everything is very flavorful and is worth coming back to.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Went here for dinner to celebrate my boyfriends birthday. I love the atmosphere. When calling to make reservations I asked if they do anything special for a birthday celebration. They put his name on our menus wishing him a happy birthday! They also decorated the table with confetti and wrote him a personal happy birthday card from the restaurant . Which made it very special to us. Then they brought out free dessert of a apiece of chocolate cake and cheese cake with fruit and two glasses of champagne. Everything we ordered was delicious. Fresh mozzarella and tomato plate, mashed potatoes, mac and cheese, scallops with mushroom risotto and steak. Walking in we were immediately greeted with friendly smileys. The service was excellent and our waitress was on top of everything. I definitely would go again.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Great lunch at the Capital Grille in the Financial District.  Great table on the main floor where you check in.  Very professional service and very knowledgeable wait staff.  Started with the lump crabmeat cocktail and the waiter suggested adding large shrimp to it.  Great suggestion and super good sauce served with it.  We also had the steak tartare appetizer which was really good as well.  I had the seared tuna entree, cooked rare with sesame crust.  Absolutely top notch.  The tuna was cooked perfectly, the sticky rice it came with was great as were the three sauces served with it.  Could not have been better and a great recommendation by the waiter.  We had the brussel sprouts as a side and there were great also.  Very favorable.  Overall a great lunch in the Financial District.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"We flew into NYC for a week long vacation and after reading YELP reviews we decided to try The Capital Grille. We love fine dining, and had just eaten at Ruth Chris the night before and Tavern on the Green that day for Brunch. The Capital Grille did not disappoint. From the perfection of the steaks to the large size of the sides and salads we had a fabulous experience. We will most definitely come back to visit the next time we are in the city. I had to get a ""to go"" bag because I was so full. That is usually not the case I'm fine dining where the plates are huge and the food is tiny. Worth the money! We had a reservation by phone and they seated us right away. Our server said he had been on staff for years, he helped us decide and everything he recommended was spot on!",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"This is perfect for a date night or group date. When I made my reservation I mentioned it was for my husbands birthday. She noted that and took care of everything, we walked in and they wished my husband a happy birthday. We arrived at our table and it was decorated with a birthday card waiting for him. At the end the waitress brought us two glasses of champagne and then two types of cake with fruit and a candle. The food is spectacular from beginning to the end. And Jennifer was fantastic. We will come back again. Thank you for your hospitality.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"This is definitely one of my favorite steakhouse in NYC. Went here on a Wednesday night for a  business dinner with approximately 10 people The lever of service provided by the staff is incredible. They constantly check to make sure everything is going well. The venue is very spacious, even though we were a large group we were accommodated in a comfortable area. The food was amazing. I ordered the NY traditional steak with several sides (couldn't finish all of it) Definitely recommend this steakhouse for special occasion or business meetings as it could be very pricey",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Came for Restaurant Week with a couple of friends and it was pretty solid. I find that the quality tends to diminish in some restaurants for RW but fortunately that wasn't the case here. The clam chowder was decent, not too fishy/clammy. I had the petite filet mignon which was cooked just as I had asked. It was tender and well seasoned with a nice crust. I also tried some of my friend's bone-in NY strip which was just as good. The creme brulee was delicious as well. I wasn't super blown away by anything since I got fairly standard menu items but I have no complaints as everything was done well.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Wonderful lunch and service. Ordered a salad to share with my companion, and our server, Chris Maone, was so sweet to split it for us before it came to the table. I ordered the lobster and crab cakes as my main and it was the perfect portion. The fish was beyond fresh. Chris was so sweet to bring us his card and a ticket for a complimentary drink the next time we dined there. He was professional and was very conscience of our time restrictions. He deserved every last bit of the 30% tip. Will 100% be going back!",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Really good and really expensive sums up my experience at The Capital Grille. I was meeting an old friend downtown and he loves steak, so I figured we would pay The Capital Grille a visit. First of all, finding The Capital Grille is difficult. If the Wall Street area isn't confusing enough, the restaurant has 1 address but the actual entrance is literally a block away. When we arrived we received a very friendly greeting from the hostesses who quickly showed us to our table. Our server was very nice but he definitely tried to steer us towards the most expensive menu items - granted my friend and I were well dressed having just come from work, but damn! We had: - Shrimp Cocktail - very good and fresh - Petite Filet Mignon - very good, perfectly cooked - Bone In Filet Mignon - my friend loved - Fresh Spinach - good, but I would have preferred creamed - Mashed Potatoes - delicious We had a wonderful meal, but it cost us over $100 a person and we didn't have anything to drink. I would definitely come back after payday!",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Great spot, perfect for client luncheons and dinners. Your typical high end steakhouse, the decor is nice and the wine list is extensive.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"We always choose Capital Grill in Providence they're consistently the best of all of the Cap Grill restaurants we go to. We were in for lunch yesterday on a very busy Thanksgiving day and the service and food never disappoints. Our waiter was charming, attentive and recommended great choices and wine pairings every step of the way. The food was excellent as we have always come to expect from them... nothing short of perfection. I can whole heartedly recommend this place to anyone. Yes it's pricey, but it is the best food in town.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"I came here with my friends for restaurant week. The service was magnificent. Ralston, our waiter, was very attentive and friendly. His smile beamed in the restaurant. For drinks, I ordered the pineapple martini. It was delicious. As my first course, I ordered the clam chowder. It was good, but nothing really stood out about it. I ordered the steak medium well. It was extremely tender and perfect. For dessert, the creme brûlée was very good. The place does get busy so make sure you get a reservation.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Came here with my husband for my birthday and they surpassed all my expectations! They decorated our table and had a Birthday message waiting for me. Our server Frederick aka ""Derick"" was amazing as was the food from start to finish. He brought out their signature lobster mac and cheese along with our meals as a birthday treat. It's definitely a must have! So creamy and flavorful! The dry aged steak was wonderful and the salmon was cooked to perfection. Thank you for making my birthday one to remember!",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"It's a very cool place, especially if you like ""fashionable"" and ""classy"" restaurants. I went there 2 times the previous week and both times the food was delicious and the atmosphere was amazing",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
The Capital Grille has one of the best steaks I've ever had.  I took my wife Chi here to celebrate her birthday dinner and the bone-in ribeye was outstanding.  It's also pretty cool that in the basement is the original Federal Reserve of New York Vault.  It's one of those darker private meeting near Wall Street old world steak houses.  We really enjoyed it.,5.0,"120 Broadway, New York, NY 10271",The Capital Grille
Amazingly beautiful experience- what a magnificent hidden treasure off of Lower Broadway. It is true to its name 'Capital' as it holds all of the big players for the finest meals in the area. ALWAYS make reservations- it's always busy - but the waitstaff & the front desk are superb!  We had the Waygu beef pairing with wine - it was just perfect! The wines are all exquisitely matched - BTW the waygu beef is featured as a fabulous burger! Outstanding burger and served with the truffle fries! We added the grilled asparagus. I could not finish my meal so they packaged it up - with a thank you note from the Chef! Oh BTW attention to detail is at its finest here - I was wearing a black dress & they knew to give me a black linen napkin- rather than white as to not add lint to your dress! Deserts are delicious & not to be missed!,5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Love this place! My always to go place :) steak and salmon both super delicious. During restaurant week, they offer the steak and shrimp (shrimp extra 10$). Not worth to get the shrimp as they only give you 3 pieces on a stick. As for the lobster Mac and cheese. I would not get it as I don't taste not see any lobster. It was just super cheesy.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
Went back to The Capital Grille - Wall Street on a Saturday evening and it was relatively quiet in the restaurant. Had a burger from the Wagyu and Wine menu and it was terrific. Great burger and great promotion!  Brett our server was also very friendly and helpful.  Will definitely be back.,5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Came with a group of 10 to celebrate a friend's birthday, and had a good time! The place has a fancy pansy vibe, so business casual attire recommended. As for the food: - I got the dry-aged Kona, which was delicious and so flavorful! The shallot butter was also a nice complement to the steak. - Lobster Mac was delicious and the bread crumbs on top added a nice crisp factor. Also had plenty of lobster! - Creamed spinach was not my fave at all - had a strange taste - Truffle fries - good truffle flavor, but needed some salt The staff was super accommodating and very polite - they got the birthday girl a complimentary glass of champagne AND cheesecake, which I must say was really good and moussey! I think the only reason I take a star off is that it did take a while for our waiters to come around, because we were there for about 3 hours!",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Came here on April 30th 2016 for my birthday. Group of 10 and we were seated in a closed off room which was lovely. Our hostess was great and he was very helpful. He took care of us, gave us recommendations and made sure we would enjoy this experience. The place is beautiful and the food was delicious. Be prepared to spend money. Know that all steaks come alone, all sides are separate. Drinks were strong and good. I plan on coming back here again",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Awesome dinner last night, service was great, pace was perfect, food was great and cooked perfectly.  Dinner for 2; oysters, shrimp cocktail, strip & rib-eye and mashed/creamed spinach. But it was more than great food and great service, it was the little touches - Capital Grille Wall St is one of the best in the city imo!",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"This place never fails me, service is great food is delicious and it's worth paying $$$$ for it! The wine is good, I come here with my dad whenever he is in town first dinner reservations, it was although our first time doing lunch here, I must say that we are not disappointed. The lunch menu is as great as the dinner menu. We love this place and highly recommend it!",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Came here with a group of 12 for a business meeting and dinner in the downstairs Private Dining area. As we walked downstairs, the first thing we noticed was the cool huge vault door entrance. Of course my group and I took photos in front of it. To the right of the room was what I believe private lockers for customer's and their wines. After all the picture taking, we finally made our way to the Calloway room. We began with some cocktails, wine and appetizers. I sipped on my fruity grapefruit concoction and munched on appetizers while  trying to pay sharp attention in the meeting. By the end of the meeting we were all happily warm and fuzzy inside. After the meeting we moved next door to the Board Room for our evening meal. The Capital Grille is known for their seafood and steaks. I ordered a 2lb boiled lobster with butter and a T-bone steak that was the special of the day. The lobster was already cut up and delicious with the butter. The steak I got was medium rare and really juicy. I also got the try numerous sides and appetizers like the oysters, spinach, lobster mac n cheese, truffle fries, etc. The food is absolutely delectable and I would love to come back to dine here again.",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Not impressed with this restaurant.  Our party of eight ordered steaks medium-rare and six of them came out over cooked well-done. Also, I server kept forgetting to bring items that we asked for several times.  Seems both the kitchen staff and waitresses were rookies.",2.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Mm this place was so cool! Everyone loved the food but it was also impeccably presented, which I find very pleasing and important in upscale places - it looked like it was very well prepared and garnished. Waiter service was decent but could have been more attentive - both for bringing the side dishes (potatoes and asparagus) for the steak on time and for routinely refilling the wine glasses. At one point the waiters were also carrying around two bottles of the same type of wine, so if you asked for the second type they didn't really have it on hand.. Overall the food, decor, and ambiance of this place was great, though. Would enjoy coming back here for something like a romantic meal. Went here for a corporate event though so can't speak for the price ;)",5.0,"120 Broadway, New York, NY 10271",The Capital Grille
"Overall I enjoyed me experience here. I made an initial reservation for a more private room upstairs for business lunch. Thank god I did as it was a bit more quiet and we can actually here each other. We had a few bottles of wine, they have a nice diverse selection of wines. As an appetizer we tried the seafood cold platter. It was delicious, it had crabmeat, lobster, oysters, and shrimp. I was a bit unimpressed with the oysters though as they were tiny. Now to the steak; I tried the filet mignon medallions with the cooked onions (minus the mushrooms). The table decided to share some sides including mash potatoes, asparagus, and bell sprouts. Everything was cooked to order and delicious. Wrapped up with some chocolate cake and espresso and coffees. Overall everything was pretty good and we were taken good care of. Kudos for the sever that took care of us.",4.0,"120 Broadway, New York, NY 10271",The Capital Grille
